90858446,14865147
90858446,16874081
90858446,20668417
90858446,23703136
90858446,26119790
90858446,27304237
90858446,42449046
90858446,45373441
90858446,51446306
90858446,54321622
90858446,57098711
90858446,60051257
90858446,63862569
90858446,76637058
90858446,85120257
90858446,86034761
90858446,100839511
90858446,103102505
90858446,118186136
90858446,132830347
90858446,133618873
90858446,137443799
90858446,138626395
90858446,141149084
90858446,146595585
90858446,151363289
90858446,154731657
90858446,157110104
90858446,158838133
90858446,162541236
90858446,163861318
90858446,167710941
90858446,168517865
90858446,169086259
90858446,169331987
90858446,170462269
90858446,170907664
90858446,171747561
90858446,171971825
90858446,173063624
90858446,176192696
90858446,176602458
90858446,178363443
90858446,179305490
90858446,179546507
90858446,180093273
90858446,180542487
90858446,181464553
90858446,183820786
90858446,184739516
90858446,185298080
90858446,187897095
90858446,188873995
90858446,190770332
90858446,194871367
90858446,195215943
90858446,199891666
90858446,204238716
90858446,212888456
90858446,214701397
90858446,214974872
90858446,216482425
90858446,216692685
90858446,219935859
90858446,222881717
90858446,225252235
90858446,226313386
90858446,228735036
90858446,229709997
90858446,229977077
90858446,230192947
90858446,230218496
90858446,231136217
90858446,231463201
90858446,234034042
90858446,234235944
90858446,234385886
90858446,235163648
90858446,236896832
90858446,241472701
90858446,243946968
90858446,245528596
90858446,245775346
90858446,246522067
90858446,254340689
90858446,256182317
90858446,261932199
90858446,264616084
90858446,267384469
90858446,268092809
90858446,269891639
90858446,270364309
90858446,270780454
90858446,276205666
90858446,276695760
90858446,277488166
90858446,278759691
90858446,280955673
90858446,280957640
90858446,282256753
176602458,19642010
176602458,32922599
176602458,34145135
176602458,43049707
176602458,43630774
176602458,44870175
176602458,51646492
176602458,54605359
176602458,56646546
176602458,62654249
176602458,69894060
176602458,69994161
176602458,72241414
176602458,80567912
176602458,80960416
176602458,90858446
176602458,93719451
176602458,101480925
176602458,110605731
176602458,112902799
176602458,122839891
176602458,123347094
176602458,137146922
176602458,137241578
176602458,139087195
176602458,139511040
176602458,143074774
176602458,144597544
176602458,146558627
176602458,147600746
176602458,149264636
176602458,151148410
176602458,153837225
176602458,159845455
176602458,159988372
176602458,160319153
176602458,161504440
176602458,164836283
176602458,165256263
176602458,165702482
176602458,165879203
176602458,167104247
176602458,168352691
176602458,170301105
176602458,170893789
176602458,172760338
176602458,173041668
176602458,173297166
176602458,174974188
176602458,175865190
176602458,176681429
176602458,178355880
176602458,181255126
176602458,183365275
176602458,184029652
176602458,184405249
176602458,188661944
176602458,190063757
176602458,192073227
176602458,193410931
176602458,195728894
176602458,198239876
176602458,214380832
176602458,215218272
176602458,216696351
176602458,219797473
176602458,227569329
176602458,228166169
176602458,230591916
176602458,234542458
176602458,234649545
176602458,241834998
176602458,251652014
176602458,254513504
176602458,259073224
176602458,263433362
176602458,269891010
176602458,270876803
176602458,274394793
176602458,277295899
176602458,278442785
176602458,286724878
176602458,295649942
176602458,298434694
176602458,300768724
176602458,303364101
176602458,307628966
176602458,320584011
176602458,323612825
176602458,325030310
176602458,326869334
176602458,329872217
176602458,333263731
176602458,342016669
176602458,344501481
176602458,352703639
176602458,371345709
176602458,385650320
176602458,391634300
176602458,392830903
326869334,824496
326869334,6026455
326869334,10446877
326869334,11640677
326869334,14380977
326869334,15155139
326869334,23865943
326869334,28701404
326869334,37310576
326869334,43634271
326869334,45880732
326869334,49541524
326869334,52446166
326869334,59903308
326869334,64141499
326869334,66943698
326869334,68821727
326869334,69614986
326869334,92207103
326869334,93094709
326869334,93231754
326869334,100522177
326869334,107072370
326869334,110641352
326869334,112196521
326869334,119867274
326869334,119922060
326869334,125356917
326869334,135181989
326869334,135239532
326869334,138265844
326869334,139366693
326869334,142914694
326869334,146059529
326869334,148780772
326869334,152590110
326869334,152760972
326869334,155687570
326869334,156688861
326869334,156721589
326869334,157938353
326869334,162694729
326869334,166259445
326869334,166392802
326869334,170465700
326869334,172526112
326869334,173867526
326869334,174659753
326869334,176602458
326869334,177026025
326869334,177565115
326869334,179224547
326869334,182826238
326869334,185940475
326869334,188036082
326869334,194899315
326869334,196393601
326869334,201519489
326869334,201964085
326869334,205710030
326869334,206534877
326869334,206770707
326869334,207812751
326869334,208569250
326869334,212357570
326869334,212551977
326869334,216523355
326869334,223183680
326869334,224501736
326869334,224834302
326869334,227184764
326869334,231888562
326869334,232186576
326869334,234477363
326869334,234712063
326869334,236748489
326869334,236896832
326869334,240519474
326869334,242996023
326869334,244667657
326869334,245529655
326869334,246769785
326869334,255117831
326869334,256431143
326869334,256938673
326869334,257083854
326869334,260124215
326869334,265454528
326869334,267607050
326869334,269386873
326869334,269475717
326869334,269997052
326869334,271135306
326869334,272937317
326869334,274923992
326869334,281561887
326869334,282244955
326869334,284556347
326869334,292027218
326869334,292464718
218416029,2454786
218416029,2653780
218416029,11371049
218416029,18013818
218416029,20804161
218416029,41884618
218416029,44005758
218416029,44162964
218416029,50559860
218416029,51856418
218416029,54955173
218416029,67445076
218416029,74365456
218416029,93402091
218416029,102711908
218416029,104010440
218416029,104050998
218416029,108890381
218416029,121491832
218416029,126568936
218416029,131687742
218416029,132331445
218416029,133492221
218416029,133616880
218416029,140504916
218416029,143167979
218416029,146626705
218416029,150305671
218416029,150334297
218416029,150523644
218416029,152827080
218416029,152834998
218416029,155181496
218416029,158031283
218416029,158570518
218416029,158572107
